TARGET,X1,X2,X3,X4,X5
351.7,4424,6600,2592,6,A
662,8327,6411,4858,9,A
341.8,4299,5358,3440,7,B
346.7,4361,4800,3168,7,C
399.3,5023,7249,2880,6,A
329.7,4147,8512,1893,5,A
282.8,3557,3645,2838,6,A
346.9,4364,5388,2240,7,A
331.4,4169,5792,2654,7,A
379.1,4769,5375,2220,7,A
388.3,4884,4308,2830,10,A
366.4,4609,5800,2288,6,A
304.9,3835,4020,2974,7,A
372.3,4683,6535,2859,6,A
368.2,4631,12000,2843,6,A
308,3874,6003,2930,6,A
287.3,3614,4661,2247,5,A
280.9,3533,4800,2933,6,C
277.8,3494,3658,2784,7,A
350,4403,5391,2891,5,B
359.1,4517,6600,3192,7,C
298.3,3752,3640,1896,6,A
383.7,4826,5447,2272,7,C
389.7,4902,4550,2492,6,A
380.1,4781,4841,2494,6,A
270.5,3402,4433,3238,6,C
395.6,4976,8280,3478,6,A
407.4,5125,11117,2516,5,A
286.2,3600,4749,2122,5,A
316,3975,8418,2001,6,A
317.1,3989,4426,2794,7,A
298.6,3756,5508,2110,7,C
403.5,5076,6600,2558,7,A
309.1,3888,4937,2280,5,A
358.8,4513,6960,3388,6,A
341.5,4296,4337,3284,7,A
305.1,3838,5205,2348,6,A
303.9,3823,4582,3072,6,A
378,4755,6560,2638,8,A
459.3,5777,17424,4578,6,A
293.1,3687,4800,2604,7,C
285.1,3586,3549,2584,6,C
276.1,3473,4950,1982,5,A
280.1,3523,5490,1698,3,A
345.1,4341,13693,1800,5,A
347.6,4372,8250,2156,6,A
326.4,4106,5529,2344,6,A
310.3,3903,4842,2232,5,A
304.6,3831,5201,2680,6,A
362.8,4564,12238,2847,7,C
332.1,4177,4210,2629,6,A
336.2,4229,3912,2044,7,A
356.1,4479,3480,2822,6,A
312.4,3929,4705,2560,6,A
319.9,4024,7864,2056,5,A
550.6,6926,6778,4569,9,A
443.9,5584,4950,3223,7,B
316.2,3977,8423,2204,6,A
423.5,5327,6710,3020,7,A
382.9,4816,6473,2188,8,A
329.9,4150,3160,2604,7,A
278.7,3506,5496,2632,7,A
443.6,5580,6615,4383,7,A
329,4138,6960,2774,5,A
405.7,5103,8250,2808,7,A
381.7,4801,6600,2278,7,B
401.5,5050,8334,3112,7,A
304.2,3826,4782,2584,6,A
467.1,5876,4790,2824,8,B
286.5,3604,4526,2364,8,A
321.8,4048,6995,2296,6,A
386.7,4864,4326,2675,8,A
383,4818,4824,2594,7,A
294.8,3708,5336,3000,6,A
338.5,4258,7928,2168,7,A
255.9,3219,5451,1953,5,A
268.5,3377,3510,2304,6,A
385.9,4854,7776,3532,9,A
476.7,5996,33384,2936,8,C
426.4,5364,6960,2400,7,A
349.3,4394,6600,2472,7,A
308.9,3885,4940,2364,5,A
332.2,4179,3340,2456,6,A
320,4025,4311,2344,6,B
376.9,4741,6855,3108,7,A
325.3,4092,3310,2328,7,A
311.1,3913,5029,3360,5,A
361.5,4547,8162,2660,6,C
267,3358,4941,1858,5,A
281.6,3542,4236,2620,6,A
397.9,5005,8687,2396,7,B
408,5132,6765,2983,7,A
343.8,4325,5045,2448,7,A
400,5032,5889,2575,4,B
337.1,4240,6270,2784,9,A
339.6,4272,4126,2512,8,C
650.3,8180,6001,3670,9,A
396.9,4993,4009,2563,7,A
408.6,5140,6600,2492,6,B
345.3,4343,4114,2420,8,A
317.8,3997,5203,2604,6,A
314.9,3961,4416,2428,8,A
366,4604,7349,2926,8,A
365.7,4600,4143,2488,8,A
330,4151,4943,1897,4,A
477.9,6011,5287,2850,6,B
481.2,6053,17411,4793,10,C
358.8,4513,6300,3261,8,B
326.5,4107,5000,2256,6,B
315.5,3968,4608,2633,6,A
273.4,3439,4307,2044,6,A
336.4,4231,4572,2238,6,B
322.1,4052,5977,2012,6,A
356.1,4479,3360,2464,7,A
500,6290,6031,3421,8,A
348.8,4387,6600,2426,6,A
412.7,5191,9000,3261,7,B
351.3,4419,4427,2346,6,A
349.3,4394,4918,2592,7,A
344.7,4336,3068,2388,6,A
309,3887,5600,2612,7,A
384.3,4834,6960,2537,7,C
423.4,5326,4112,3666,8,B
463.3,5828,6264,2968,6,A
535.8,6740,6835,2599,6,B
309.5,3893,4691,2034,6,C
369.5,4648,4454,2658,7,A
331.6,4171,8066,2621,6,A
414,5208,5320,2262,6,C
292.9,3684,4608,1856,6,A
405.8,5104,4275,2506,7,B
368.3,4633,6600,2520,7,A
397.9,5005,5600,3408,8,B
324.6,4083,3720,2850,6,A
423,5321,7296,4044,9,A
294.7,3707,4935,1680,4,A
488.8,6149,6950,3468,9,A
323.2,4065,4794,2443,6,B
493.5,6208,6362,3612,8,A
348,4377,4794,3154,7,C
344.7,4336,3360,2520,7,A
464.5,5843,5616,2590,8,A
291.7,3669,7565,1644,5,C
316.8,3985,4275,2747,6,A
299.4,3766,4352,3167,5,A
324.7,4084,5500,2716,6,A
287.7,3619,4431,2064,6,B
349.4,4395,4597,2043,7,A
279.8,3519,5322,2320,6,C
441.5,5554,4073,2641,6,A
367.7,4625,1830,3384,8,C
352.1,4429,4794,2879,7,B
318.9,4011,4135,4004,7,C
307.9,3873,4600,2836,6,B
363.1,4567,4948,2812,7,A
338.3,4255,3360,2528,7,A
248.7,3128,5498,3096,6,A
571.9,7194,5500,4551,9,A
394.8,4966,7595,2700,6,B
289.1,3636,4540,2984,7,A
394.9,4967,4275,3013,6,A
462,5811,5426,2528,7,A
340.7,4286,4352,2210,6,B
327.1,4114,4325,2025,6,A
291.7,3669,5250,2054,6,A
287.3,3614,6800,1865,6,A
354.7,4462,5500,3575,6,B
375.5,4723,8563,2917,8,A
305.8,3846,5400,2971,5,A
367,4616,6535,3189,10,B
364.6,4586,7907,2738,7,A
427.2,5374,6067,2791,10,A
353.9,4452,3360,2368,7,A
296.6,3731,4275,1896,5,A
536.9,6754,7625,3094,9,A
444.9,5596,8541,4385,10,C
409.5,5151,4864,3998,11,A
390.1,4907,5616,2557,6,A
431,5421,5412,2508,8,A
303.6,3819,4936,1786,5,A
301.7,3795,3183,2725,7,B
535.8,6740,5577,4638,10,B
298.2,3751,6800,2718,6,A
417.4,5250,5000,3116,6,A
337.6,4247,5710,2234,8,A
343.5,4321,3360,2496,7,C
383.7,4826,4275,2944,5,B
474.6,5970,7500,3690,7,A
441.4,5552,6303,3293,8,B
505.6,6360,7205,4996,11,A
263.8,3318,4500,1872,5,A
465.5,5855,6480,2968,6,A
436.7,5493,5395,2508,6,A
436.5,5491,4181,2251,6,B
297.9,3747,7335,2170,5,A
331.1,4165,6977,2482,6,C
416.2,5235,5002,2907,8,A
296.3,3727,3600,2636,7,A
281.1,3536,6469,2256,6,A
383.2,4820,5000,2852,7,A
337.3,4243,3361,2584,7,A
309.4,3892,3649,2248,7,A
352.7,4436,5038,2483,7,A
304.9,3835,4275,2342,6,A
347.7,4374,6953,2248,7,A
402.9,5068,7500,4140,7,B
481.9,6062,5378,2708,6,A
301.7,3795,4109,2775,5,A
466.7,5871,5616,2658,9,A
343.8,4325,5000,2128,6,A
287.3,3614,4500,2110,6,B
296.9,3735,5500,2196,5,A
327.7,4122,6800,2556,6,A
416,5233,7291,2712,8,B
394.6,4964,5662,2792,7,A
371.9,4678,4761,2538,7,A
298.1,3750,5731,2250,5,A
317.7,3996,3649,2558,7,A
380.2,4782,4929,3538,10,A
312,3924,5000,2566,6,A
286.2,3600,4275,1997,6,A
334.1,4202,5054,2386,7,A
323,4063,4037,1756,6,A
301.9,3797,6814,2232,6,A
356.7,4487,5121,2044,6,B
464.3,5840,6250,2776,7,A
340,4277,5000,2294,6,A
380.2,4782,4420,2831,10,A
408.5,5138,6148,3940,8,A
467.3,5878,6880,2825,6,A
347.8,4375,4750,2085,7,A
349.7,4399,6493,3888,9,A
325.8,4098,3649,2989,7,A
497.5,6258,10641,3252,8,B
297.1,3737,5500,2198,5,C
367.5,4623,5736,3128,8,C
300.4,3779,5580,2104,6,A
305.9,3848,5000,2210,6,A
283.9,3571,4275,1906,5,A
374.7,4713,3631,3187,8,C
404.2,5084,5712,3063,7,A
269.6,3391,3965,1890,5,A
262.9,3307,4450,1914,5,A
344,4327,8955,2744,5,A
400.9,5043,6532,2930,7,C
351.8,4425,4792,2571,10,A
323.5,4069,5000,2104,6,A
323,4063,6817,2843,6,A
459,5774,6226,2884,7,A
431.9,5433,10234,2963,8,C
369.9,4653,5069,2775,7,A
440.2,5537,5500,2644,8,B
319.5,4019,5000,2265,6,C
390.4,4911,5187,2610,6,A
413,5195,5187,3585,8,A
397.3,4998,6619,3573,6,A
397.8,5004,3906,3830,11,C
295.9,3722,5695,2232,6,A
385.4,4848,5015,2640,7,A
364.2,4581,7316,4220,7,A
290,3648,3933,1925,5,A
510.2,6418,20031,4216,7,A
274.8,3456,4450,2904,8,C
363.8,4576,7116,3138,8,A
384.7,4839,6902,2180,6,B
375.4,4722,5725,2148,7,A
465.1,5850,5000,3840,9,B
262.6,3303,4645,1896,5,A
473.5,5956,6197,2533,7,A
323,4063,5535,2377,7,A
354.6,4460,4439,2707,8,A
317.4,3992,6867,2568,6,A
383.2,4820,5763,2912,8,A
363.2,4569,5770,1774,5,A
444.8,5595,5580,4820,7,A
421.3,5299,5085,2558,7,C
434.8,5469,6122,3352,9,B
395.8,4979,13852,4286,9,A
524.8,6601,5231,3476,7,B
339.3,4268,4275,2184,6,A
340.4,4282,4755,2931,5,A
387.3,4872,3168,3048,7,A
319.2,4015,5000,1970,6,A
456.8,5746,6857,2936,7,A
287.9,3621,3982,2160,5,A
517.7,6512,5140,3530,6,A
448.8,5645,10585,4770,8,C
298.3,3752,4469,2516,5,A
290.5,3654,3985,2010,7,B
379.6,4775,6293,2384,7,A
396.2,4984,5770,2967,7,A
368.2,4631,5803,2551,8,A
413.2,5198,5101,2156,6,B
447.8,5633,8192,4200,8,A
386.7,4864,5000,3294,7,C
381.5,4799,5275,2616,6,A
355.8,4475,4486,2480,6,A
357.4,4496,5570,2120,6,B
429.8,5406,8860,3133,8,C
299.1,3762,3977,2540,6,A
416.6,5240,5068,3112,9,A
356.6,4486,8467,2581,6,C
278.2,3499,4292,2061,6,A
350.5,4409,4975,2938,7,A
389.2,4896,6250,2628,7,A
305.6,3844,4619,2352,6,A
316,3975,5192,2188,6,A
317.2,3990,5585,2494,6,C
328.6,4133,5117,2160,6,A
440.1,5536,6612,3037,7,A
469.3,5903,5515,3696,8,A
444.3,5589,5423,2812,8,C
278.5,3503,4816,2637,6,A
289.7,3644,4581,2091,5,A
311.4,3917,4603,2144,7,A
369.2,4644,5318,2844,7,A
373.5,4698,5074,2582,6,A
356.5,4484,5358,2107,6,C
446,5610,5056,2712,7,A
423.1,5322,5869,2906,6,A
354.6,4460,4444,2937,7,A
489.2,6154,4949,3527,7,A
308,3874,5540,2460,6,A
457.4,5754,8431,5416,6,A
418.8,5268,2837,2705,7,A
340.5,4283,5958,2184,6,A
302.6,3806,4492,2248,6,C
422.6,5316,6312,2844,7,A
367.1,4618,6596,2230,7,A
425.1,5347,5133,3203,8,B
280.8,3532,7268,1272,4,A
344.6,4335,5781,2422,7,A
406,5107,6800,2670,6,A
359.1,4517,5750,2213,6,A
413.7,5204,5066,2544,8,A
417.4,5250,6264,2686,8,C
348,4377,3895,2215,7,B
370.4,4659,5239,2534,8,A
327.9,4124,4392,2823,6,A
343.7,4323,7363,2280,7,A
361.1,4542,4216,2544,7,A
352.4,4433,5936,2204,6,A
391.4,4923,2533,2897,7,A
358.1,4504,4885,3646,10,C
505.9,6364,5922,3469,9,B
408.7,5141,5919,3431,8,B
444.8,5595,7475,2910,8,A
348.3,4381,5148,2744,6,A
427.1,5372,5600,2819,7,A
399.1,5020,6392,3198,7,A
445.3,5601,7923,3204,8,A
459.9,5785,5750,3109,7,B
281.1,3536,3895,2245,7,A
357,4491,6062,1995,6,A
337,4239,6790,4000,6,C
353.1,4442,6877,2461,7,A
340.5,4283,7376,2348,7,A
434,5459,6655,2603,7,A
429.1,5398,6726,2600,6,A
437,5497,7061,3557,9,A
368.3,4633,6703,3480,6,A
400.5,5038,4000,2793,9,A
389.6,4901,5059,2595,7,A
392,4931,5750,2568,7,A
362.5,4560,4200,2386,7,A
441.9,5559,5691,3020,11,C
380.5,4786,6417,3354,5,B
289,3635,6522,2366,5,A
365.6,4599,6617,2233,7,A
426.3,5362,6180,3300,9,C
312.5,3931,6057,2374,6,A
316.2,3977,4598,2425,7,A
422.2,5311,5692,3832,6,A
363.9,4577,6340,2506,7,B
286.4,3602,3800,2972,8,A
414.1,5209,5553,2554,7,B
401.1,5045,5494,3439,8,A
392.9,4942,7048,2450,6,A
356.9,4489,5750,2206,7,C
342,4302,6290,2585,6,A
383.5,4824,6290,2610,7,A
340.1,4278,4225,2812,6,A
346.6,4360,4334,1952,7,A
374.3,4708,7150,2317,6,A
357.8,4501,6330,2454,7,A
361.4,4546,6575,2466,7,A
350,4403,3519,2436,8,B
346.8,4362,5051,2872,8,A
386,4855,5540,2872,7,A
336,4226,3654,2597,7,B
414.4,5213,6180,3253,6,A
442.7,5569,8625,3395,8,A
371.9,4678,5571,2282,6,C
519.1,6530,6040,4184,8,A
419.2,5273,5200,2567,7,A
390.9,4917,7000,2352,6,A
396.4,4986,5750,3498,6,B
415.7,5229,4396,3040,7,A
378.7,4764,5341,3294,7,A
401.9,5055,7004,2518,7,A
391.2,4921,5665,2808,7,A
398,5006,5564,2268,7,A
384.4,4835,5692,2915,7,A
354.6,4460,6750,2563,6,C
419.5,5277,5750,3320,8,B
337,4239,6750,2493,6,A
409.4,5150,8625,2613,6,A
394.9,4967,4841,2480,6,A
369.8,4652,6750,2986,6,A
379.407,4772,6750,3629,7,B
404.1,5083,6688,2510,6,A
449.8,5658,5222,2928,8,A
435.1,5473,6990,2688,8,A
341,4289,6750,2160,7,A
386.2,4858,6750,3624,9,A
444.8,5595,6742,3498,8,A
369.5,4648,6750,3246,7,A
388.8,4891,6792,3067,7,B
422.2,5311,5750,2971,7,C
585.4,7364,18247,5561,10,A
346.8,4362,6750,2193,8,A
401.8,5054,5665,3024,6,A
426.4,5364,6750,2372,6,A
398.2,5009,5750,2530,7,A
464.7,5845,9705,2835,8,B
514.7,6474,9006,3560,6,A
384.3,4834,6460,2204,7,A
349.1,4391,6750,2224,6,A
337.2,4241,5000,2256,7,A
370.1,4655,5108,3608,6,A
335.7,4223,6487,2392,8,A
369.8,4652,5750,2289,7,A
464.3,5840,9449,3332,7,A
555.1,6983,6942,5158,9,C
429.3,5400,6615,3063,7,A
409.6,5152,5750,3140,8,A
473.5,5956,9000,4072,9,A
420,5283,5407,2882,6,B
390.8,4916,4761,2422,7,B
454.1,5712,5665,3810,8,A
457.7,5757,9006,2770,7,A
420,5283,5665,2725,7,A
470.1,5913,5000,3061,7,B
464.3,5840,10000,3072,8,B
389.2,4896,5319,2662,7,A
468.6,5894,6004,3018,7,B
504.7,6349,10590,3203,8,A
415.6,5228,6000,2360,8,A
422.8,5318,6943,3163,9,B
439.8,5532,5407,2620,7,A
412.7,5191,5750,2504,9,A
341,4289,6836,2736,6,B
373.8,4702,6160,2951,6,A
429.7,5405,5768,3401,8,A
327.5,4119,8168,2328,5,C
709.2,8921,14614,3936,10,C
423.2,5323,6264,3278,7,A
935.1,11763,25200,6840,13,B
331.7,4172,7864,2977,7,A
413.6,5203,5437,2663,9,A
471.4,5930,8119,2854,6,A
498,6264,7375,3243,6,B
463.7,5833,5750,2990,9,C
449.6,5655,4979,3942,8,A
316.3,3979,5682,2193,8,A
407.3,5123,6252,3172,7,B
561.4,7062,11453,4520,8,A
438.9,5521,5250,2724,7,A
413,5195,5974,2664,8,A
451.2,5676,8143,2976,7,A
330.1,4152,5820,2304,5,A
369.1,4643,4878,2328,7,A
424.3,5337,5580,3490,8,A
599.1,7536,7841,4872,8,C
377.4,4747,5974,2682,8,A
470,5912,6160,3227,6,B
533.3,6708,6770,3612,8,A
665.2,8368,8357,6290,10,B
408.2,5135,5930,3412,9,C
375.2,4720,5550,3006,8,B
566.6,7127,8369,4163,11,B
306.9,3860,5114,2676,6,A
314.8,3960,4535,3114,7,A
556.9,7005,7505,2971,8,B
575.3,7237,6404,3558,7,B
370.8,4664,5246,2754,7,A
512.6,6448,7879,2708,8,A
549.4,6911,15475,3082,9,A
554.5,6975,6772,3783,7,A
333.9,4200,6767,2134,6,A
417.9,5257,8116,2568,6,C
464.3,5840,4907,3652,8,A
391.6,4926,8822,2538,7,A
333.6,4196,3595,2278,6,A
419.9,5282,13540,3283,7,A
666.3,8382,13269,5933,12,B
510.8,6425,12330,3292,8,A
521.3,6557,11567,4408,9,A
384.9,4842,8612,3481,9,A
400,5032,5974,2474,7,B
409.1,5146,5580,2620,7,A
382.6,4813,6772,3153,8,A
493.3,6205,8272,3272,7,A
300.6,3781,5000,2168,6,A
442.2,5562,7669,3348,9,A
550.3,6922,6780,3792,8,A
314.5,3956,6620,2734,5,A
411.2,5172,6764,3166,8,A
425.1,5347,4979,3184,8,C
422.2,5311,6777,3535,7,A
379.1,4769,5249,2675,6,A
438.8,5520,6514,3067,7,A
421.3,5299,8647,2443,8,C
402.8,5067,5245,2686,7,C
329.1,4140,3891,2380,6,A
427.1,5372,5949,2598,7,A
404.1,5083,6654,2804,6,A
407.3,5123,8935,2520,7,A
320.3,4029,6792,2498,7,A
380.2,4782,12750,2479,7,A
713.3,8973,10281,7128,12,A
397.9,5005,5974,2496,7,A
716.2,9009,9022,4758,13,C
423.9,5332,5400,3228,6,A
548.5,6900,6786,3913,9,A
456.5,5742,9574,2763,8,A
532.7,6701,5039,3209,8,B
441,5547,5752,3450,8,A
392.5,4937,5429,2704,7,A
282.9,3558,6799,2526,7,A
389.8,4903,8005,3670,7,A
359.9,4527,6798,2729,6,A
455.9,5735,4708,2924,8,A
339.9,4275,6794,2066,8,A
478.9,6024,7647,2855,6,A
399,5019,5245,2484,8,A
375.5,4723,5230,2624,6,C
434.5,5466,8250,2864,6,A
623.5,7843,9875,5653,11,A
437.3,5501,7965,3830,9,A
355.9,4477,6782,2539,6,B
407,5120,17500,2758,8,A
406.6,5115,6833,3090,7,B
400.6,5039,9312,2782,7,A
439,5522,6353,2770,7,A
516.5,6497,6743,3265,9,C
390.7,4915,5113,2722,6,A
389.5,4899,4187,2492,6,A
413.2,5198,5460,2872,6,A
457.7,5757,5426,3063,7,C
317,3987,3732,2549,7,A
276.4,3477,2544,2303,7,B
340.8,4287,3733,3042,8,A
542.2,6820,7445,4710,9,A
368.7,4638,3734,3261,7,A
436.2,5487,7964,3194,6,A
344.4,4332,5243,2422,7,A
582.5,7327,5298,3568,9,A
343.5,4321,3685,1791,7,B
477.5,6006,9468,3100,9,A
435.6,5479,8750,2930,9,C
531.2,6682,7564,3294,8,B
389.2,4896,7420,2375,6,A
528.5,6648,5526,3999,8,A
295.3,3714,4392,2201,5,A
410.5,5164,5216,3166,7,A
723.1,9096,13935,5323,10,B
442.8,5570,4421,2648,6,B
396,4981,6178,3137,7,C
359.3,4519,4649,2392,8,A
456.4,5741,5400,3462,6,C
455.9,5735,7425,3221,8,A
405.1,5096,5423,2140,6,A
435,5472,7965,2597,7,A
563.9,7093,16050,4843,10,A
518.8,6526,8011,3095,7,C
634.7,7984,5564,4500,11,C
397.2,4996,5322,2864,7,C
408.6,5140,5432,2730,6,A
440.1,5536,4655,3914,6,C
511.3,6432,10000,4416,10,A
390.8,4916,4647,2587,8,A
355.3,4469,3636,3372,7,A
534.9,6729,7672,3512,7,B
342.7,4311,3550,2511,7,A
592,7447,5455,3655,8,A
353.2,4443,5500,2546,7,A
657.3,8268,15000,4163,9,C
491.1,6178,6500,3722,8,B
347.5,4371,14261,2539,6,A
335.8,4224,3636,2256,7,A
439.6,5530,4812,2622,6,A
443.7,5581,4698,2959,7,B
310.8,3909,3736,2496,7,A
423.3,5325,7965,2660,7,A
429.9,5408,8480,2550,6,A
504,6340,8040,3634,8,A
351.8,4425,3825,3256,8,A
562.8,7080,7500,3741,8,B
396.5,4987,8602,2610,7,A
489.3,6155,9720,3709,8,A
530.6,6674,5564,3033,8,A
532.9,6703,11123,3586,7,A
392.5,4937,6752,2261,6,B
275.5,3465,13977,1639,5,A
449.6,5655,4873,2884,7,C
398.4,5011,3692,2932,8,B
501,6302,7670,3244,7,A
568.5,7151,9468,3944,7,B
389.3,4897,7965,2368,7,A
441.2,5550,7500,2668,6,C
486.7,6122,8807,2640,6,A
416,5233,5100,3014,8,C
471.5,5931,8512,2534,7,A
464.2,5839,7560,2338,9,A
342.7,4311,3131,2389,8,A
316.3,3979,3485,2904,6,A
418.3,5262,7554,2818,8,A
438.3,5513,4700,2705,8,A
579,7283,7508,3715,7,B
397.9,5005,5400,3157,6,A
385.3,4847,4750,2511,6,A
444.6,5593,8709,3837,7,A
402.3,5060,4770,2844,7,A
357.6,4498,4168,2410,6,A
373.4,4697,3692,2416,6,A
493,6201,8973,3232,8,C
574.6,7228,7360,3334,7,B
458,5761,5852,2770,6,C
583.7,7342,8560,3790,9,A
315.6,3970,3655,2566,7,A
434.2,5462,7777,3730,8,C
442.1,5561,10275,2971,8,A
340.3,4280,3641,3099,6,A
513.3,6457,6759,3356,8,A
455.1,5725,9468,3208,8,A
431.6,5429,3921,2346,7,A
352,4428,3747,3400,9,A
385.7,4852,7185,2493,7,A
461.1,5800,5764,2417,9,A
421.6,5303,5029,2912,8,A
438.9,5521,7440,2735,6,A
419.1,5272,7500,2500,6,A
381.4,4798,8860,2131,6,B
508.6,6398,5423,2599,7,B
421.3,5299,5400,3202,7,A
396.7,4990,4770,2433,6,A
520.9,6552,9782,5488,9,B
351.4,4420,3692,2444,7,A
369.5,4648,5500,1932,6,A
478,6013,9624,3130,8,A
455.4,5728,12950,2736,7,A
362.3,4557,4500,2501,7,A
454.1,5712,7700,4060,8,A
337,4239,7543,2544,7,A
428.5,5390,6556,3422,9,A
428.3,5388,6786,3029,6,A
512.3,6444,8002,3285,10,B
304.3,3828,4615,2224,5,A
314.9,3961,3774,2295,4,A
423.8,5331,7640,2336,7,A
429.5,5403,9495,3223,7,A
411.6,5177,5700,2830,7,C
582,7321,8434,4256,9,A
442.5,5566,5130,2775,7,A
367.7,4625,4260,2804,7,A
381.7,4801,4950,2544,6,A
474.7,5971,5550,2704,7,B
393.4,4948,6000,2878,7,A
338.6,4259,5406,2770,8,A
433.1,5448,7410,2998,7,A
427.1,5372,12325,2242,6,A
417,5245,7500,2462,7,A
407.5,5126,5045,2340,6,A
546.2,6871,3655,3868,7,B
443.3,5576,8250,3146,7,A
384.8,4840,5104,2493,8,A
440.2,5537,6687,3126,7,A
559.5,7038,9330,3620,8,B
409.5,5151,9000,3203,6,C
552.4,6949,4979,4104,7,A
460.8,5796,4950,3120,8,A
428.3,5388,4002,3325,7,B
410.1,5159,4260,2736,7,A
449.9,5659,6864,3194,6,C
448.2,5638,5500,2210,7,A
622.9,7836,12837,3938,9,A
452.3,5689,8052,3157,8,A
399.5,5025,4500,3112,7,A
390.7,4915,7770,2591,7,A
370.8,4664,5225,2672,7,A
465.7,5858,7500,3065,7,A
438,5510,7500,2321,8,B
423,5321,6441,3353,8,A
440,5535,9900,2760,8,A
432.1,5435,8023,2615,7,A
467.5,5881,7472,2442,7,B
433.1,5448,4870,3486,6,A
376.2,4732,4713,2546,7,A
451,5673,5430,2622,8,A
428.8,5394,6785,3192,7,A
391.3,4922,4002,2604,7,A
362.3,4557,4600,2019,6,B
497.6,6259,8052,4140,8,A
389.4,4898,7500,3494,6,A
381.1,4794,7120,2473,6,A
472.4,5942,6100,2856,7,A
354.7,4462,5385,2878,6,A
443.7,5581,5225,2448,7,A
427.9,5382,4025,3202,8,A
410.3,5161,4550,2648,8,B
377.4,4747,7500,2613,6,A
420,5283,5982,2781,7,A
397.6,5001,4298,3323,7,A
391.7,4927,9160,2612,8,A
372.6,4687,5004,2513,7,A
437,5497,4002,3732,7,B
382.6,4813,4738,2011,7,B
519.3,6532,6784,4613,7,A
387.4,4873,9389,2760,7,A
380.3,4784,5155,2262,6,A
432.4,5439,7950,2476,7,A
441.3,5551,8826,2635,7,A
476,5988,8624,2608,8,C
436.4,5489,4263,3366,8,A
440,5535,4025,2619,6,C
582.5,7327,11700,5144,10,A
410.8,5167,4298,3716,7,A
399.5,5025,6642,2750,7,A
391.2,4921,4002,2811,7,A
338.6,4259,5234,2256,6,A
396,4981,5852,2884,8,A
418,5258,4350,2340,7,A
425.7,5355,7050,2584,7,A
439,5522,4764,2615,7,B
360.3,4532,4025,2513,7,A
518.9,6527,9210,3523,10,C
471.7,5933,5200,2910,8,A
559.2,7034,9013,4764,10,A
559.8,7042,7727,5814,9,B
488.5,6145,7260,2922,9,A
487.8,6136,6459,2979,7,C
451.7,5682,4692,2624,9,C
514.2,6468,5278,3426,7,A
753.2,9475,9050,4614,9,A
384.7,4839,4752,2340,7,A
400.6,5039,3603,3519,8,A
450.7,5669,4350,2376,7,B
433,5447,6605,2940,7,A
399.6,5026,5940,2652,7,A
388.3,4884,4298,2982,7,C
389.2,4896,5000,2219,6,B
429.2,5399,4710,2578,6,C
407.2,5122,5200,2769,7,A
417.7,5254,7267,2552,8,A
444.7,5594,4025,2636,6,A
464.1,5838,6360,2772,7,A
373.7,4701,5005,2445,7,A
514,6466,6413,4732,8,A
361.8,4551,4025,2511,6,A
410.6,5165,5278,2696,7,A
457.7,5757,5097,2700,8,B
433.1,5448,4847,2420,8,A
441.2,5550,6081,3185,7,A
387.4,4873,5900,3430,7,C
378.9,4766,4297,2652,7,A
438.3,5513,6572,2979,6,A
403.7,5078,5064,2790,8,C
467,5874,5061,2600,6,A
366.7,4613,5364,2207,7,A
469.9,5911,10250,3383,7,A
486.5,6120,7075,4584,8,A
509,6403,6360,2900,8,B
379.8,4777,4025,2260,6,B
415.6,5228,5112,2736,7,B
586.5,7378,13700,5235,7,A
368,4629,5422,2565,8,A
385.6,4850,4897,1967,6,A
404,5082,5005,3084,8,A
400.4,5037,5278,2732,7,A
427.3,5375,5969,3706,6,C
736.9,9270,10071,6556,11,B
438.4,5515,6658,3136,7,A
412.5,5189,6360,2762,7,A
387.9,4879,5219,2604,6,A
419.3,5274,8287,2520,6,A
433.5,5453,6300,2634,7,A
407.8,5130,4723,2033,7,A
525.1,6605,11110,2796,8,A
545,6856,8598,4111,7,C
363.8,4576,5481,3022,7,A
384,4830,5425,2532,6,A
564.7,7103,7676,3596,11,B
401.7,5053,4025,2916,8,B
597.3,7514,6900,5243,14,C
400.6,5039,6581,3063,7,A
431.3,5425,5070,3232,7,A
346.3,4356,4043,2464,6,A
388.9,4892,6360,2380,6,A
375.5,4723,6561,2522,7,A
427.3,5375,5356,2494,6,A
442.6,5567,5530,3630,7,B
552.9,6955,5500,4842,11,A
393.8,4954,5293,2492,7,A
558.1,7020,9481,3863,8,B
546.8,6878,7447,3498,7,A
457.1,5750,6459,2392,7,B
479.3,6029,7723,2859,7,A
396.5,4987,7020,2595,7,A
404.3,5086,6489,2956,8,A
364.2,4581,5000,2216,6,A
538.7,6776,4989,4631,9,C
550.3,6922,8450,3222,8,B
376.1,4731,3836,3020,8,C
663.2,8343,10504,6539,12,A
475.8,5985,5455,3504,7,B
469.3,5903,6125,3118,8,B
463.7,5833,5000,4047,9,A
533.8,6715,6500,5182,9,A
371,4667,5356,2438,7,A
444.3,5589,5496,3342,8,C
470.7,5921,5595,3532,7,A
398.6,5014,5024,2506,7,A
439.2,5525,5217,4023,7,A
418.3,5262,5286,2749,7,A
473.3,5954,6059,2875,9,A
496,6239,12978,2652,7,A
644.4,8106,7143,5177,9,A
429,5396,7218,3000,7,A
306.8,3859,3401,2820,7,A
583.1,7335,8800,5221,10,A
401.5,5050,5710,2604,7,A
345.5,4346,5000,3422,10,A
